area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Plot  Area,Ready To Move,Sundara Nagar,900.0,2.0,1.0,110.0,2.0,12222.222222222223
Super built-up  Area,Ready To Move,Kogilu,1664.0,2.0,3.0,73.95,3.0,4444.110576923077
Super built-up  Area,Ready To Move,Hegde Nagar,2026.0,3.0,2.0,132.0,3.0,6515.301085883514
Super built-up  Area,Ready To Move,Balagere,1210.0,2.0,1.0,80.9,2.0,6685.950413223141
Plot  Area,Ready To Move,Meenakunte,4111.0,4.0,2.0,250.0,4.0,6081.24543906592
Super built-up  Area,Ready To Move,Kadugodi,1762.0,3.0,3.0,91.45,3.0,5190.124858115778
Super built-up  Area,Ready To Move,Jigani,1252.0,3.0,3.0,55.0,3.0,4392.97124600639
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,861.0,2.0,1.0,34.5,2.0,4006.968641114983
Built-up  Area,Ready To Move,7th Phase JP Nagar,1420.0,2.0,1.0,100.0,3.0,7042.2535211267605
Plot  Area,Ready To Move,Srirampura,1450.0,6.0,0.0,250.0,6.0,17241.379310344826
Built-up  Area,Ready To Move,Electronics City Phase 1,1490.0,3.0,1.0,78.8,3.0,5288.5906040268455
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,46.0,3.0,4279.069767441861
Super built-up  Area,18-Aug,Old Madras Road,1425.0,2.0,2.0,94.0,3.0,6596.491228070176
Built-up  Area,Ready To Move,Kalena Agrahara,1200.0,2.0,1.0,40.0,2.0,3333.3333333333335
Super built-up  Area,Ready To Move,Kaggadasapura,1280.0,2.0,2.0,56.0,3.0,4375.0
Super built-up  Area,Ready To Move,Silver Springs Layout,1084.0,2.0,2.0,50.0,2.0,4612.546125461255
Super built-up  Area,18-Jul,Chandapura,1015.0,2.0,2.0,25.88,2.0,2549.753694581281
Super built-up  Area,21-May,Kanakpura Road,1017.0,2.0,1.0,51.25,2.0,5039.331366764995
Super built-up  Area,Ready To Move,Haralur Road,1027.0,2.0,2.0,44.0,2.0,4284.323271665044
Super built-up  Area,Ready To Move,Electronic City Phase II,1069.0,2.0,2.0,45.0,2.0,4209.541627689429
Super built-up  Area,Ready To Move,Hebbal,1349.0,2.0,1.0,98.2,2.0,7279.466271312083
Super built-up  Area,Ready To Move,9th Phase JP Nagar,1005.0,2.0,1.0,50.0,2.0,4975.124378109453
Super built-up  Area,Ready To Move,Jakkur,1417.0,2.0,3.0,75.0,2.0,5292.87226534933
Plot  Area,18-Jan,TC Palaya,1475.0,3.0,1.0,98.0,3.0,6644.067796610169
Carpet  Area,Ready To Move,Maruthi Sevanagar,950.0,2.0,2.0,47.0,2.0,4947.368421052632
Super built-up  Area,Ready To Move,RMV 2nd Stage,2000.0,4.0,0.0,120.0,4.0,6000.0
Plot  Area,Ready To Move,Giri Nagar,880.0,3.0,1.0,140.0,3.0,15909.09090909091
Super built-up  Area,Ready To Move,Sarjapur  Road,1863.0,3.0,2.0,104.0,4.0,5582.393988191089
Super built-up  Area,Ready To Move,Singasandra,1010.0,2.0,1.0,29.5,2.0,2920.792079207921
Super built-up  Area,Ready To Move,Kalena Agrahara,1425.0,2.0,1.0,70.0,3.0,4912.2807017543855
Super built-up  Area,Ready To Move,Vijayanagar,1450.0,3.0,0.0,100.0,3.0,6896.551724137931
Super built-up  Area,Ready To Move,Kothanur,1847.0,3.0,2.0,105.0,3.0,5684.89442338928
Super built-up  Area,Ready To Move,AECS Layout,1100.0,2.0,3.0,45.0,2.0,4090.909090909091
Super built-up  Area,20-Dec,Kanakpura Road,525.0,1.0,1.0,26.0,1.0,4952.380952380952
Super built-up  Area,Ready To Move,Mallasandra,1665.0,3.0,2.0,95.0,3.0,5705.705705705705
Super built-up  Area,Ready To Move,Begur,1664.0,4.0,3.0,65.0,4.0,3906.25
Super built-up  Area,Ready To Move,JP Nagar,1850.0,3.0,3.0,150.0,3.0,8108.108108108108
Super built-up  Area,Ready To Move,Panathur,1438.0,2.0,3.0,100.0,2.0,6954.102920723227
Super built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,1560.0,3.0,3.0,115.0,3.0,7371.794871794872
Super built-up  Area,18-Apr,Yelahanka,1350.0,2.0,1.0,55.55,2.0,4114.814814814815
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,3.0,67.0,3.0,4322.580645161291
Super built-up  Area,18-Apr,Malleshpalya,1140.0,2.0,2.0,46.5,2.0,4078.9473684210525
Plot  Area,Ready To Move,Srirampura,1200.0,5.0,2.0,180.0,5.0,15000.0
Super built-up  Area,18-Dec,Kodathi,850.0,2.0,2.0,27.0,2.0,3176.470588235294
Super built-up  Area,Ready To Move,Whitefield,1280.0,2.0,2.0,75.0,2.0,5859.375
Built-up  Area,Ready To Move,Munnekollal,1170.0,2.0,2.0,52.0,2.0,4444.444444444444
Super built-up  Area,Ready To Move,Motappa Layout,1113.0,2.0,1.0,51.0,2.0,4582.210242587601
Super built-up  Area,Ready To Move,Hennur Road,1385.0,2.0,1.0,83.09,2.0,5999.27797833935
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,65.0,2.0,5762.41134751773
Plot  Area,Ready To Move,Marathahalli,1200.0,2.0,2.0,128.0,2.0,10666.666666666666
Plot  Area,Ready To Move,Akshaya Vana,1200.0,4.0,3.0,165.0,4.0,13750.0
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,2.0,415.0,3.0,17364.016736401674
Plot  Area,Ready To Move,Giri Nagar,2400.0,4.0,1.0,400.0,4.0,16666.666666666668
Super built-up  Area,Ready To Move,Haralur Road,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
Super built-up  Area,Ready To Move,Manayata Tech Park,1200.0,2.0,2.0,55.0,2.0,4583.333333333333
Super built-up  Area,Ready To Move,Kaval Byrasandra,1200.0,2.0,2.0,52.0,2.0,4333.333333333333
Super built-up  Area,Ready To Move,Kaggalipura,1150.0,2.0,1.0,55.0,3.0,4782.608695652174
Built-up  Area,Ready To Move,Basavanna Nagar,1645.0,3.0,2.0,95.0,3.0,5775.075987841945
Super built-up  Area,20-Mar,Sarjapur  Road,1000.0,2.0,1.0,67.0,2.0,6700.0
Plot  Area,Ready To Move,Haralur Road,2650.0,4.0,2.0,198.0,4.0,7471.698113207547
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1192.0,2.0,2.0,74.0,2.0,6208.053691275168
Super built-up  Area,Ready To Move,Ulsoor,2135.0,3.0,2.0,215.0,3.0,10070.257611241217
Super built-up  Area,19-Dec,Whitefield,1173.0,2.0,1.0,58.0,2.0,4944.58653026428
Built-up  Area,Ready To Move,Uttarahalli,1020.0,2.0,2.0,45.0,2.0,4411.764705882353
Super built-up  Area,Ready To Move,Thigalarapalya,3122.0,6.0,2.0,230.0,4.0,7367.072389493914
Super built-up  Area,Ready To Move,Somasundara Palya,1600.0,3.0,3.0,64.0,3.0,4000.0
Plot  Area,18-Mar,T.C PALYA,1200.0,2.0,0.0,79.0,2.0,6583.333333333333
Carpet  Area,Ready To Move,Muneshwara Nagar,1230.0,2.0,3.0,48.0,2.0,3902.439024390244
Super built-up  Area,Ready To Move, Devarachikkanahalli,1250.0,2.0,2.0,40.0,2.0,3200.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1325.0,2.0,2.0,76.0,2.0,5735.8490566037735
Built-up  Area,Ready To Move,7th Phase JP Nagar,1850.0,3.0,1.0,150.0,3.0,8108.108108108108
Super built-up  Area,21-Dec,Kanakpura Road,525.0,2.0,2.0,21.53,1.0,4100.952380952381
Super built-up  Area,Ready To Move,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2.0,5416.666666666667
Plot  Area,Ready To Move,Bull Temple Road,1350.0,2.0,0.0,140.0,3.0,10370.37037037037
Super built-up  Area,18-Jun,Bommasandra,1260.0,3.0,1.0,49.36,3.0,3917.4603174603176
Super built-up  Area,Ready To Move,Prashanth Nagar,1800.0,3.0,0.0,150.0,3.0,8333.333333333334
Built-up  Area,Ready To Move,Ardendale,1100.0,2.0,1.0,43.25,2.0,3931.818181818182
Super built-up  Area,Ready To Move,Harlur,1508.0,2.0,1.0,77.0,2.0,5106.100795755968
Carpet  Area,Ready To Move,Sampigehalli,1592.0,3.0,2.0,75.0,3.0,4711.05527638191
Super built-up  Area,Ready To Move,Akshaya Nagar,1388.0,2.0,3.0,57.0,2.0,4106.628242074928
Super built-up  Area,18-May,Electronic City Phase II,630.0,1.0,1.0,28.35,1.0,4500.0
Plot  Area,Ready To Move,RMV,2000.0,3.0,2.0,365.0,3.0,18250.0
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,1762.0,3.0,1.0,125.0,3.0,7094.211123723042
Super built-up  Area,21-Dec,Bagalur Main Road,950.0,2.0,2.0,50.0,2.0,5263.1578947368425
Super built-up  Area,Ready To Move,Kodihalli,3252.0,5.0,3.0,335.0,4.0,10301.353013530135
Super built-up  Area,18-Aug,Magadi Road,1116.0,2.0,1.0,50.0,2.0,4480.286738351255
Super built-up  Area,Ready To Move,Narayanapura,1308.0,2.0,2.0,89.04,2.0,6807.339449541284
Super built-up  Area,Ready To Move,MS Pallya,1200.0,3.0,0.0,90.0,3.0,7500.0
Plot  Area,Ready To Move,Binny Mills Employees Colony,1500.0,4.0,2.0,230.0,4.0,15333.333333333334
Built-up  Area,Ready To Move,Bannerghatta Road,500.0,1.0,1.0,18.5,1.0,3700.0
Super built-up  Area,Ready To Move,Hennur,1075.0,2.0,1.0,52.0,2.0,4837.209302325581
Built-up  Area,Ready To Move,Bellandur,1205.0,2.0,3.0,66.0,2.0,5477.178423236514
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2.0,5581.395348837209
Built-up  Area,Ready To Move,KR Puram,930.0,2.0,2.0,39.0,2.0,4193.548387096775
Super built-up  Area,Ready To Move,Balagere,1380.0,2.0,1.0,60.0,2.0,4347.826086956522
Super built-up  Area,Ready To Move,Hebbal,2483.0,5.0,2.0,212.0,4.0,8538.058799838904
Built-up  Area,Ready To Move,Kodigehaali,1166.0,2.0,2.0,55.0,2.0,4716.981132075472
Super built-up  Area,Ready To Move,Bannerghatta Road,1050.0,2.0,1.0,65.0,2.0,6190.476190476191
Super built-up  Area,19-Mar,Gopalapura,2023.71,3.0,2.0,275.0,3.0,13588.903548433324
Super built-up  Area,Ready To Move,Begur Road,1200.0,2.0,2.0,46.8,2.0,3900.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1600.0,2.0,1.0,108.0,3.0,6750.0
Super built-up  Area,Ready To Move,Billekahalli,1935.0,3.0,2.0,110.0,3.0,5684.754521963824
Super built-up  Area,18-May,8th Phase JP Nagar,451.0,1.0,0.0,29.9,1.0,6629.711751662971
Super built-up  Area,Ready To Move,Electronic City,1800.0,3.0,2.0,95.0,3.0,5277.777777777777
Super built-up  Area,18-May,Jalahalli,1400.0,3.0,0.0,77.0,3.0,5500.0
Super built-up  Area,Ready To Move,Hegde Nagar,1801.0,3.0,2.0,115.0,3.0,6385.341476957246
Built-up  Area,Ready To Move,Mahadevpura,1451.0,2.0,2.0,90.0,2.0,6202.618883528601
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2.0,3000.0
Super built-up  Area,Ready To Move,Begur Road,1160.0,2.0,2.0,44.0,2.0,3793.103448275862
Super built-up  Area,Ready To Move,Kanakpura Road,950.0,2.0,1.0,40.0,2.0,4210.526315789473
Built-up  Area,20-Dec,"Hoodi Circle, ",1629.0,3.0,2.0,79.0,3.0,4849.600982197668
Built-up  Area,Ready To Move,Vijayanagar,1580.0,2.0,0.0,134.0,3.0,8481.012658227848
Super built-up  Area,21-Jun,Vijayanagar,1826.0,3.0,2.0,121.0,3.0,6626.506024096386
Built-up  Area,Ready To Move,7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2.0,7550.2008032128515
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2.0,3999.126637554585
Super built-up  Area,Ready To Move,Sompura,825.0,2.0,1.0,33.0,2.0,4000.0
Super built-up  Area,18-Aug,Yeshwanthpur,1693.0,3.0,3.0,108.0,3.0,6379.208505611341
Super built-up  Area,Ready To Move,Electronics City Phase 1,1113.27,2.0,2.0,53.0,2.0,4760.74986301616
Built-up  Area,Ready To Move,Ashirvad Colony,1460.0,2.0,1.0,58.0,2.0,3972.6027397260273
Built-up  Area,Ready To Move,Doddathoguru,1050.0,2.0,1.0,32.0,2.0,3047.6190476190477
Built-up  Area,Ready To Move,Dodda Nekkundi,1260.0,2.0,2.0,55.0,2.0,4365.079365079365
Super built-up  Area,Ready To Move,K N Extension,700.0,3.0,2.0,120.0,6.0,17142.85714285714
Built-up  Area,Ready To Move,Hosur Road,1656.0,2.0,1.0,120.0,2.0,7246.376811594203
Super built-up  Area,Ready To Move,Chandapura,1208.0,3.0,1.0,45.0,3.0,3725.1655629139073
Super built-up  Area,Ready To Move,Whitefield,1910.0,3.0,2.0,161.0,3.0,8429.319371727748
Super built-up  Area,Ready To Move,Whitefield,3252.0,4.0,1.0,230.0,4.0,7072.570725707257
Plot  Area,Ready To Move,Battarahalli,1200.0,2.0,1.0,65.0,2.0,5416.666666666667
Super built-up  Area,Ready To Move,Gokula Extension,1200.0,4.0,1.0,175.0,4.0,14583.333333333334
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2.0,6978.723404255319
Plot  Area,Ready To Move,Kamakshipalya,1000.0,2.0,0.0,165.0,2.0,16500.0
Plot  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,0.0,125.0,4.0,10416.666666666666
Super built-up  Area,Ready To Move,Rajaji Nagar,2390.0,3.0,2.0,410.0,3.0,17154.81171548117
Super built-up  Area,19-Jan,Rajaji Nagar,12000.0,6.0,3.0,2200.0,7.0,18333.333333333332
Plot  Area,Ready To Move,Sultan Palaya,550.0,1.0,1.0,62.0,2.0,11272.727272727272
Super built-up  Area,Ready To Move,Sanne Amanikere,1185.0,2.0,2.0,38.0,2.0,3206.7510548523205
Super built-up  Area,Ready To Move,Kengeri,750.0,2.0,1.0,38.0,2.0,5066.666666666667
Plot  Area,Ready To Move,Mahalakshmi Layout,1200.0,7.0,3.0,250.0,6.0,20833.333333333332
Super built-up  Area,Ready To Move,Kanakpura Road,1550.0,3.0,3.0,64.5,3.0,4161.290322580645
Built-up  Area,Ready To Move,Amco Colony,1760.0,3.0,2.0,88.0,3.0,5000.0
Super built-up  Area,Ready To Move,Billekahalli,1125.0,2.0,2.0,62.0,2.0,5511.111111111111
Plot  Area,Ready To Move,Nagarbhavi,1350.0,3.0,2.0,150.0,3.0,11111.111111111111
Plot  Area,17-Dec,Anandapura,1000.0,2.0,1.0,55.0,2.0,5500.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2.0,2888.0733944954127
Plot  Area,Ready To Move,TC Palaya,1200.0,2.0,0.0,60.0,2.0,5000.0
Super built-up  Area,Ready To Move,Budigere,1991.0,4.0,2.0,103.0,3.0,5173.279758915118
Super built-up  Area,Ready To Move,Ambalipura,1105.0,2.0,1.0,75.0,2.0,6787.330316742082
Built-up  Area,Ready To Move,Hoodi,985.0,2.0,2.0,67.0,2.0,6802.030456852792
Plot  Area,Ready To Move,Chandapura,1533.0,5.0,3.0,85.0,6.0,5544.683626875408
Super built-up  Area,17-Jul,Balagere,1590.0,3.0,2.0,79.0,3.0,4968.553459119496
Super built-up  Area,Ready To Move,CV Raman Nagar,1120.0,2.0,2.0,55.0,2.0,4910.714285714285
Super built-up  Area,Ready To Move,Samethanahalli,1069.0,2.0,1.0,55.0,2.0,5144.9953227315245
Super built-up  Area,Ready To Move,Marathahalli,1933.0,3.0,2.0,140.0,3.0,7242.628039317124
Built-up  Area,16-Mar,Hosur Road,1194.0,2.0,0.0,69.0,2.0,5778.894472361809
Super built-up  Area,Ready To Move,Brookefield,1150.0,2.0,3.0,69.0,2.0,6000.0
Super built-up  Area,Ready To Move,Yelenahalli,1240.0,2.0,2.0,47.12,2.0,3800.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2.0,3389.7110641296686
Plot  Area,Ready To Move,7th Phase JP Nagar,1200.0,8.0,2.0,250.0,8.0,20833.333333333332
Super built-up  Area,Ready To Move,Richmond Town,2150.0,4.0,2.0,240.0,3.0,11162.790697674418
Super built-up  Area,Ready To Move,Suddaguntepalya,1450.0,3.0,2.0,55.0,3.0,3793.103448275862
Super built-up  Area,18-Jul,Udayapur Village,1630.0,3.0,2.0,68.29,3.0,4189.57055214724
Super built-up  Area,Ready To Move,Dasanapura,708.0,1.0,1.0,40.0,2.0,5649.717514124294
Plot  Area,Ready To Move,Kasavanhalli,1000.0,4.0,3.0,110.0,3.0,11000.0
Plot  Area,Ready To Move,Whitefield,11890.0,4.0,3.0,700.0,4.0,5887.300252312868
Super built-up  Area,Ready To Move,Bellandur,1250.0,2.0,1.0,76.0,2.0,6080.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3.0,6785.714285714285
Super built-up  Area,Ready To Move,Sarjapur  Road,1670.0,2.0,3.0,57.0,3.0,3413.1736526946106
Super built-up  Area,Ready To Move,Ardendale,1750.0,3.0,2.0,100.0,3.0,5714.285714285715
Super built-up  Area,Ready To Move,Vittasandra,1404.0,2.0,1.0,71.0,2.0,5056.980056980057
Super built-up  Area,Ready To Move,Hoodi,1715.0,2.0,2.0,95.0,3.0,5539.35860058309
Built-up  Area,18-Apr,Electronic City,630.0,1.0,1.0,34.65,1.0,5500.0
Super built-up  Area,Ready To Move,Harlur,1752.12,3.0,2.0,135.0,3.0,7704.951715635916
Super built-up  Area,Ready To Move,Hulimavu,1650.0,3.0,2.0,78.0,3.0,4727.272727272727
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2.0,4283.397683397683
Plot  Area,Ready To Move,Giri Nagar,1800.0,3.0,2.0,252.0,3.0,14000.0
Super built-up  Area,18-Sep,Sarjapur  Road,1346.0,2.0,1.0,74.03,2.0,5500.0
Plot  Area,Ready To Move,Thippasandra,1200.0,4.0,2.0,200.0,4.0,16666.666666666668
Super built-up  Area,Ready To Move,Hormavu,1150.0,2.0,2.0,55.0,2.0,4782.608695652174
Built-up  Area,Ready To Move,Chikkabidarakallu,3309.0,4.0,3.0,325.0,4.0,9821.698398307646
Super built-up  Area,18-May,Chandapura,1190.0,2.0,2.0,30.35,3.0,2550.4201680672268
Super built-up  Area,Ready To Move,AECS Layout,1620.0,3.0,2.0,98.0,3.0,6049.382716049383
Super built-up  Area,18-Apr,Marathahalli,950.0,2.0,1.0,46.96,2.0,4943.1578947368425
Super built-up  Area,Ready To Move,1 Giri Nagar,5000.0,9.0,3.0,360.0,11.0,7200.0
Super built-up  Area,Ready To Move,Harlur,2450.0,3.0,0.0,120.0,3.0,4897.959183673469
Super built-up  Area,18-May,Electronic City Phase II,1220.0,2.0,1.0,35.23,3.0,2887.7049180327863
Super built-up  Area,Ready To Move,Hoysalanagar,850.0,2.0,1.0,30.0,2.0,3529.4117647058824
Built-up  Area,Ready To Move,Padmanabhanagar,1020.0,2.0,2.0,63.0,2.0,6176.470588235294
Built-up  Area,Ready To Move,Chikkalasandra,1100.0,2.0,2.0,50.0,2.0,4545.454545454545
Super built-up  Area,Ready To Move,Defence Colony,1150.0,2.0,2.0,126.0,2.0,10956.521739130434
Super built-up  Area,18-Dec,Hebbal,1760.0,2.0,2.0,130.0,3.0,7386.363636363636
Super built-up  Area,Ready To Move,Ambalipura,1800.0,3.0,3.0,110.0,3.0,6111.111111111111
Super built-up  Area,Ready To Move,Akshaya Nagar,1070.0,2.0,1.0,54.0,2.0,5046.728971962617
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4.0,14666.666666666666
Plot  Area,Ready To Move,Vidyaranyapura,1440.0,2.0,0.0,95.0,2.0,6597.222222222223
Super built-up  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,40.0,2.0,4444.444444444444
Built-up  Area,Ready To Move,ITI Employees Layout,1200.0,4.0,1.0,230.0,4.0,19166.666666666668
Super built-up  Area,18-May,Whitefield,1130.0,2.0,1.0,42.16,2.0,3730.973451327434
Super built-up  Area,Ready To Move,Koramangala,1320.0,2.0,1.0,165.0,2.0,12500.0
Super built-up  Area,19-Jun,Kodigehalli,1270.0,2.0,1.0,98.0,2.0,7716.535433070866
Built-up  Area,Ready To Move,Patelappa Layout,1200.0,2.0,1.0,62.0,2.0,5166.666666666667
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4800.0,4.0,2.0,235.0,4.0,4895.833333333333
Super built-up  Area,Ready To Move,NS Palya,1200.0,2.0,1.0,74.0,2.0,6166.666666666667
Super built-up  Area,Ready To Move,Subramanyapura,929.0,2.0,0.0,50.17,2.0,5400.4305705059205
Built-up  Area,Ready To Move,RMV 2nd Stage,1150.0,4.0,2.0,260.0,4.0,22608.695652173912
Plot  Area,Ready To Move,Basavangudi,1125.0,4.0,3.0,180.0,4.0,16000.0
Plot  Area,Ready To Move,Kenchenahalli,500.0,3.0,2.0,65.0,5.0,13000.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,1200.0,5.0,2.0,190.0,5.0,15833.333333333334
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4.0,11111.111111111111
Plot  Area,Ready To Move,Bank Avenue,2000.0,4.0,2.0,99.0,4.0,4950.0
Super built-up  Area,Ready To Move,Chikkalasandra,1208.0,2.0,1.0,49.0,2.0,4056.291390728477
Super built-up  Area,Ready To Move,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2.0,5309.734513274337
Super built-up  Area,Ready To Move,Surabhi Layout,1753.0,3.0,2.0,120.0,3.0,6845.407872219053
Super built-up  Area,Ready To Move,Old Madras Road,4500.0,7.0,3.0,337.0,5.0,7488.888888888889
Plot  Area,Ready To Move,Banjara Layout,600.0,3.0,2.0,58.0,3.0,9666.666666666666
Super built-up  Area,22-Jun,Hoodi,1196.0,2.0,2.0,94.42,2.0,7894.648829431439
Built-up  Area,Ready To Move,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2.0,4565.217391304348
Super built-up  Area,18-Apr,Electronic City,1128.0,2.0,1.0,63.0,2.0,5585.106382978724
Super built-up  Area,Ready To Move,Omkar Nagar,1000.0,2.0,1.0,53.0,2.0,5300.0
Super built-up  Area,Ready To Move,Yelahanka,1035.0,2.0,1.0,45.0,2.0,4347.826086956522
Built-up  Area,Ready To Move,Kereguddadahalli,950.0,2.0,1.0,32.0,2.0,3368.4210526315787
Super built-up  Area,Ready To Move,Bisuvanahalli,1075.0,2.0,1.0,36.0,3.0,3348.8372093023254
Super built-up  Area,Ready To Move,Whitefield,1040.0,2.0,1.0,48.5,2.0,4663.461538461538
Plot  Area,17-Oct,Maragondanahalli,720.0,2.0,1.0,45.0,2.0,6250.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3.0,6287.22700198544
Built-up  Area,Ready To Move,Silk Board,1300.0,3.0,1.0,58.0,3.0,4461.538461538462
Super built-up  Area,19-Dec,Hoodi,1545.0,3.0,1.0,68.75,3.0,4449.838187702266
Built-up  Area,Ready To Move,Shampura,375.0,2.0,0.0,26.0,1.0,6933.333333333333
Super built-up  Area,Ready To Move,Vidyaranyapura,1062.0,2.0,3.0,38.0,2.0,3578.154425612053
Super built-up  Area,Ready To Move,Kada Agrahara,1115.0,2.0,1.0,40.0,2.0,3587.4439461883408
Super built-up  Area,Ready To Move,JP Nagar,1000.0,2.0,1.0,35.0,2.0,3500.0
Super built-up  Area,17-May,Kambipura,883.0,2.0,1.0,45.0,2.0,5096.262740656852
Super built-up  Area,19-Apr,Sarjapur  Road,1195.0,2.0,1.0,70.0,2.0,5857.740585774059
Plot  Area,Ready To Move,BHEL Layout,1200.0,3.0,1.0,165.0,4.0,13750.0
Built-up  Area,Ready To Move,Medahalli,700.0,1.0,0.0,41.0,1.0,5857.142857142857
Super built-up  Area,Ready To Move,Vittasandra,1246.0,2.0,1.0,67.0,2.0,5377.2070626003215
Plot  Area,Ready To Move,8th Phase JP Nagar,660.0,4.0,2.0,90.0,4.0,13636.363636363636
Super built-up  Area,Ready To Move,Kashi Nagar,1600.0,4.0,1.0,80.0,4.0,5000.0
Super built-up  Area,18-Dec,Haralur Road,2805.0,5.0,3.0,154.0,4.0,5490.196078431372
Super built-up  Area,Ready To Move,Begur Road,1584.0,3.0,2.0,65.0,3.0,4103.535353535353
Plot  Area,Ready To Move,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4.0,9166.666666666666
Built-up  Area,Ready To Move,Hosur Road,1175.0,2.0,2.0,48.0,3.0,4085.1063829787236
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",1595.0,3.0,2.0,115.0,3.0,7210.031347962383
Super built-up  Area,Ready To Move,VHBCS Layout,1353.0,2.0,2.0,110.0,2.0,8130.081300813008
Super built-up  Area,18-Apr,Electronic City,1599.0,3.0,2.0,125.0,3.0,7817.385866166354
Super built-up  Area,Ready To Move,Whitefield,1150.0,2.0,1.0,70.0,2.0,6086.95652173913
Super built-up  Area,17-Dec,Jakkur,5230.0,6.0,1.0,465.0,4.0,8891.013384321224
Super built-up  Area,Ready To Move,KR Puram,1155.0,2.0,2.0,42.74,2.0,3700.4329004329006
Built-up  Area,Ready To Move,Ittamadu,1200.0,2.0,0.0,85.0,1.0,7083.333333333333
Super built-up  Area,Ready To Move,Thanisandra,3000.0,4.0,2.0,120.0,4.0,4000.0
Built-up  Area,Ready To Move,Rajiv Nagar,1867.0,3.0,1.0,160.0,3.0,8569.89823245849
Super built-up  Area,18-Jun,Ramagondanahalli,1251.0,2.0,1.0,47.0,2.0,3756.994404476419
Super built-up  Area,18-Apr,Gattahalli,1028.0,2.0,1.0,45.5,2.0,4426.070038910506
